"","ID","Fname","Lname","gender","City","FamilyIncome","EdYears","FamilySize","boughtelectronics"
"1367",1367,"Rachel","Tedmon","F","Edmonton",34453,10,1,"NO"
"1368",1368,"Kacie","Hector","F","Montreal",14741,11,5,"NO"
"1369",1369,"Tristan","Stoffel","M","Winnipeg",26946,18,3,"NO"
"1370",1370,"Kelsey","Roper","F","Montreal",22911,10,3,"NO"
"1371",1371,"Nicolas","Bobka","M","Calgary",28387,13,5,"NO"
"1372",1372,"Jordyn","Martich","F","Vancouver",25863,10,4,"NO"
"1373",1373,"Krista","Hanlon","F","Vancouver",63854,10,4,"YES"
"1374",1374,"Richard","Jaramillo","M","Victoria",26059,10,2,"NO"
"1375",1375,"Timothy","Weyandt","M","Edmonton",42697,10,3,"YES"
"1376",1376,"Samantha","Davis","F","Victoria",24515,14,2,"NO"
"1377",1377,"Destanie","Feakes","F","Ottawa",45124,13,1,"NO"
"1378",1378,"Angelo","Kochevar","M","Ottawa",22765,10,4,"NO"
"1379",1379,"Allan","Shepherd","M","Vancouver",47248,10,5,"YES"
"1380",1380,"Annie","Harriman","F","Edmonton",24327,10,5,"YES"
"1381",1381,"Andrew","Simkins","M","Calgary",26780,12,4,"YES"
"1382",1382,"Shannon","Hart","F","Montreal",14850,13,3,"NO"
"1383",1383,"Destini","Baldes","F","Victoria",24749,13,4,"NO"
"1384",1384,"Matthew","Hoffman","M","Calgary",22780,10,3,"NO"
"1385",1385,"Tyler","Jenkins","M","Calgary",16553,10,3,"NO"
"1386",1386,"Brenley","Lind","F","Victoria",20256,14,3,"NO"
"1387",1387,"Valerie","Manes","F","Montreal",27336,13,3,"NO"
"1388",1388,"Alicia","Jansen","F","Ottawa",24940,14,3,"NO"
"1389",1389,"Molly","Davis","F","Toronto",22351,10,4,"YES"
"1390",1390,"Mary","Porter","F","Winnipeg",35180,12,5,"YES"
"1391",1391,"Brooklyn","Link","F","Winnipeg",26278,13,5,"NO"
"1392",1392,"Cassandra","Hawley","F","Vancouver",17988,12,3,"NO"
"1393",1393,"Jonathan","Googins","M","Victoria",35216,18,4,"NO"
"1394",1394,"Rachael","Jacobi","F","Edmonton",30174,10,3,"NO"
"1395",1395,"Dillon","Harvey","M","Calgary",21254,12,4,"NO"
"1396",1396,"Courtney","Schmidt","F","Victoria",46514,19,3,"NO"
"1397",1397,"Heather","Woodbury","F","Vancouver",30064,10,3,"NO"
"1398",1398,"Adam","Daugherty","M","Toronto",32597,19,2,"NO"
"1399",1399,"Sabina","Alkassir","F","Montreal",17182,15,2,"NO"
"1400",1400,"Brooke","Cade","F","Montreal",15425,10,3,"NO"
"1401",1401,"Andrew","Tanner","M","Toronto",21961,10,2,"NO"
"1402",1402,"Samuel","Uhland","M","Winnipeg",20030,13,3,"NO"
"1403",1403,"Emily","Winkler","F","Winnipeg",21886,11,5,"NO"
"1404",1404,"Christopher","Martin","M","Winnipeg",24964,10,3,"NO"
"1405",1405,"Amanda","Smith","F","Montreal",29311,11,4,"NO"
"1406",1406,"Jessica","Smith","F","Victoria",19152,10,3,"NO"
"1407",1407,"Naomi","Hoenes","F","Winnipeg",25571,13,4,"YES"
"1408",1408,"Jennifer","Hanson","F","Calgary",44377,10,2,"NO"
"1409",1409,"Tyler","Dicesare","M","Victoria",25973,11,4,"NO"
"1410",1410,"Lisa","Lawrence","F","Victoria",60868,13,2,"YES"
"1411",1411,"Emma","Arnold","F","Vancouver",25771,10,3,"NO"
"1412",1412,"Nicholas","Mart","M","Calgary",27489,10,2,"NO"
"1413",1413,"Amanda","Bunker","F","Toronto",36474,13,3,"NO"
"1414",1414,"Conner","Porter","M","Calgary",38822,10,3,"NO"
"1415",1415,"Sierra","Quigley","F","Victoria",17678,12,3,"NO"
"1416",1416,"Tianna","Geuke","F","Ottawa",32435,10,4,"YES"
"1417",1417,"Antino","Mclean","M","Winnipeg",53357,10,3,"NO"
"1418",1418,"Lydia","Skivington","F","Edmonton",25886,10,3,"NO"
"1419",1419,"Eric","Livens","M","Ottawa",57828,15,3,"YES"
"1420",1420,"Randal","Rains","M","Ottawa",31151,11,3,"NO"
"1421",1421,"Robert","Gillies","M","Toronto",26267,12,1,"NO"
"1422",1422,"Ashley","Hays","F","Vancouver",36076,13,3,"YES"
"1423",1423,"Amanda","Turner","F","Ottawa",13500,10,3,"NO"
"1424",1424,"Cassandra","Delmonico","F","Winnipeg",35467,11,4,"YES"
"1425",1425,"Rachel","Yakimow","F","Montreal",20345,12,4,"NO"
"1426",1426,"Jasmine","Hovey","F","Montreal",27292,10,6,"YES"
"1427",1427,"Amaya","Kille","F","Vancouver",30858,15,4,"YES"
"1428",1428,"Krystal","Van Der Hoeven","F","Montreal",41098,10,5,"YES"
"1429",1429,"Shawn","Ervin","M","Toronto",17375,10,4,"NO"
"1430",1430,"Sadie","Reed","F","Ottawa",25241,12,3,"NO"
"1431",1431,"Bethany","Steitz","F","Toronto",28833,10,4,"YES"
"1432",1432,"Sofia","Akesson","F","Calgary",37108,11,5,"YES"
"1433",1433,"Zachary","Mcnamee","M","Calgary",33598,10,4,"YES"
"1434",1434,"Alexandra","Gessert","F","Calgary",27520,16,3,"NO"
"1435",1435,"Meghan","Schwall","F","Toronto",36194,14,3,"NO"
"1436",1436,"Heather","Baysinger","F","Toronto",21138,10,4,"NO"
"1437",1437,"Mackenzie","Hodges","M","Montreal",16866,10,5,"YES"
"1438",1438,"Craig","Eurick","M","Victoria",23244,18,3,"NO"
"1439",1439,"Hannah","Hubler","F","Montreal",23692,10,3,"NO"
"1440",1440,"Matthew","Dereere","M","Calgary",18243,10,2,"NO"
"1441",1441,"Kaelin","Fontinelli","F","Ottawa",38691,10,3,"NO"
"1442",1442,"James","Pevoteaux","M","Vancouver",47861,11,4,"YES"
"1443",1443,"Cassandra","Mccarthy","F","Calgary",66826,12,4,"YES"
"1444",1444,"Corey","Huun","M","Calgary",13365,10,3,"NO"
"1445",1445,"Tighlar","Wood","F","Victoria",20836,11,3,"NO"
"1446",1446,"Zachary","Polak","M","Montreal",32611,14,3,"NO"
"1447",1447,"Kyle","Malone","M","Toronto",19197,11,4,"NO"
"1448",1448,"Kaitlyn","Beitner Jr","F","Montreal",30520,11,4,"NO"
"1449",1449,"Robert","Davis","M","Montreal",26501,10,2,"NO"
"1450",1450,"Cameron","Gladstone","M","Vancouver",18405,11,4,"NO"
"1451",1451,"Morgan","Flanary","M","Edmonton",29667,14,3,"NO"
"1452",1452,"Mark","Bernard","M","Victoria",22687,14,1,"NO"
"1453",1453,"Aranda","Lally","F","Victoria",32298,13,4,"YES"
"1454",1454,"Nathan","Byrne","M","Ottawa",14691,10,2,"NO"
"1455",1455,"Colby","Francis","M","Vancouver",46311,10,2,"NO"
"1456",1456,"Alexandra","Baldassar","F","Montreal",24495,11,4,"NO"
"1457",1457,"David","Banister","M","Ottawa",27871,15,4,"NO"
"1458",1458,"Sherree","Smith","F","Vancouver",26945,10,3,"NO"
"1459",1459,"Jordan","Kastanek","M","Ottawa",20995,12,2,"NO"
"1460",1460,"Jaton","Gray","F","Edmonton",24284,10,3,"NO"
"1461",1461,"Chloe","Schwiegerath","F","Ottawa",23600,11,3,"NO"
"1462",1462,"Alexander","Work","M","Toronto",30047,12,3,"NO"
"1463",1463,"Codie","Rosso","M","Calgary",49476,10,3,"YES"
"1464",1464,"Alexander","Treloar","M","Vancouver",35768,11,4,"NO"
"1465",1465,"Allison","Orr","F","Toronto",44268,10,3,"YES"
"1466",1466,"Zachary","Hardy","M","Calgary",21053,10,2,"NO"
"1467",1467,"Katelynn","Doak","F","Victoria",23462,10,4,"NO"
"1468",1468,"Madeleine","Foster","F","Ottawa",21423,10,2,"NO"
"1469",1469,"Maria","Inzana","F","Vancouver",37312,11,4,"YES"
"1470",1470,"Anthony","Simington","M","Winnipeg",29012,14,3,"NO"
"1471",1471,"Dugan","Courkamp","M","Edmonton",41739,10,6,"YES"
"1472",1472,"Allison","Sarnowski","F","Victoria",20839,10,3,"NO"
"1473",1473,"Bryanna","Beek","F","Victoria",32187,18,2,"NO"
"1474",1474,"Cadie","Ernst","F","Edmonton",32857,12,2,"NO"
"1475",1475,"Ansel","Fossceco","M","Montreal",31455,12,2,"NO"
"1476",1476,"Mark","Shuff","M","Vancouver",23765,10,2,"NO"
"1477",1477,"Daniel","O Connor","M","Toronto",30786,10,5,"NO"
"1478",1478,"Curtis","Cram","M","Vancouver",31223,11,3,"NO"
"1479",1479,"Brandi","King","F","Edmonton",47037,13,3,"NO"
"1480",1480,"Stuart","Morgan","M","Toronto",21874,10,2,"NO"
"1481",1481,"Ghassane","Saxelby","M","Calgary",32934,11,2,"NO"
"1482",1482,"Jordan","Mcdonald","F","Edmonton",24973,10,3,"NO"
"1483",1483,"Stephanie","Benoit","F","Montreal",25674,10,3,"NO"
"1484",1484,"Daniel","Blaugher","M","Ottawa",44984,14,5,"YES"
"1485",1485,"Michaela","Mcconnell","F","Ottawa",24117,16,2,"NO"
"1486",1486,"Skyler","Malott","F","Vancouver",22019,11,2,"NO"
"1487",1487,"Ryan","Bondarenko","M","Victoria",41416,11,2,"NO"
"1488",1488,"Breanna","Hammon","F","Calgary",55648,10,4,"YES"
"1489",1489,"Stephanie","Bassett","F","Victoria",43452,17,4,"YES"
"1490",1490,"Mikaila","Franklin","F","Edmonton",31744,10,4,"NO"
"1491",1491,"Everett","Havranek","M","Toronto",24848,10,2,"NO"
"1492",1492,"Chelsea","Kaifo","F","Edmonton",32288,10,3,"NO"
"1493",1493,"Kaleb","Bennett","M","Vancouver",31131,10,4,"YES"
"1494",1494,"Andrew","Gammel","M","Winnipeg",32937,10,4,"NO"
"1495",1495,"Edward","Mondragon","M","Vancouver",45992,11,3,"NO"
"1496",1496,"Cole","Sprague","M","Vancouver",16935,11,3,"NO"
"1497",1497,"Garrett","Cole","M","Toronto",42180,10,4,"YES"
"1498",1498,"Mackenzie","Ramos","F","Edmonton",58308,11,4,"YES"
"1499",1499,"Faith","Cobb","F","Edmonton",33398,11,3,"NO"
"1500",1500,"Olivia","Wolfgang","F","Edmonton",30504,10,3,"NO"
"1501",1501,"Morgan","Bradshaw","F","Toronto",53487,10,4,"YES"
"1502",1502,"Danielle","Reynolds","F","Ottawa",30656,19,2,"NO"
"1503",1503,"Justin","Coffman","M","Edmonton",53456,10,4,"YES"
"1504",1504,"Andrea","Jones","F","Montreal",26818,12,2,"NO"
"1505",1505,"Catherine","Dunn","F","Toronto",34184,15,3,"NO"
"1506",1506,"Cole","Fundingsland","M","Winnipeg",32276,12,4,"YES"
"1507",1507,"Dylan","Prochazka","M","Vancouver",46609,18,4,"YES"
"1508",1508,"Lauren","Chismar","F","Calgary",30981,17,2,"NO"
"1509",1509,"Kathryn","Hinton","F","Vancouver",20384,10,2,"NO"
"1510",1510,"Elijah","Guarino","M","Montreal",18548,12,3,"NO"
"1511",1511,"Alexa","Soens","F","Montreal",34464,10,3,"NO"
"1512",1512,"Marshall","Rhoades","M","Ottawa",33990,10,4,"NO"
"1513",1513,"Ryan","Nagel","M","Ottawa",26021,10,4,"NO"
"1514",1514,"Kyle","Wheeler","M","Vancouver",49507,10,3,"YES"
"1515",1515,"Joslynn","Mussallem","F","Toronto",27687,11,2,"NO"
"1516",1516,"Cameron","Castillo","M","Edmonton",42539,14,3,"YES"
"1517",1517,"Jourdan","Ripper","F","Calgary",55908,12,5,"YES"
"1518",1518,"Chase","Thompson","M","Toronto",19064,12,4,"NO"
"1519",1519,"Molly","Strait","F","Winnipeg",25860,11,2,"NO"
"1520",1520,"Alicia","Viland","F","Vancouver",35051,15,5,"YES"
"1521",1521,"Lucy","Weir","F","Winnipeg",21954,15,3,"NO"
"1522",1522,"Victoria","Eldredge","F","Vancouver",23409,10,4,"NO"
"1523",1523,"Lena","Vick Fletcher","F","Edmonton",27977,10,4,"YES"
"1524",1524,"Krystal","Wiemers","F","Montreal",32599,10,3,"YES"
"1525",1525,"Austin","Overlie","M","Toronto",56221,18,2,"YES"
"1526",1526,"Mandi","Stafford","F","Victoria",23183,14,3,"NO"
"1527",1527,"Forest","Lynch","M","Winnipeg",20655,10,4,"NO"
"1528",1528,"Emily","Parlet","F","Toronto",31019,14,3,"NO"
"1529",1529,"Adriana","Eisaman","F","Toronto",34272,10,3,"NO"
"1530",1530,"Kenneth","Godby","M","Winnipeg",25395,10,1,"NO"
"1531",1531,"Teodor","Houseman","M","Toronto",28699,10,3,"NO"
"1532",1532,"Shelby","Beegle","F","Calgary",31944,11,2,"NO"
"1533",1533,"Drew","Hayne","M","Toronto",19556,12,3,"NO"
"1534",1534,"Roma","Alamaa","F","Toronto",25949,10,4,"NO"
"1535",1535,"Mandy","Harris","F","Toronto",25542,10,5,"YES"
"1536",1536,"Brittany","Phillips","F","Calgary",23216,11,5,"NO"
"1537",1537,"Mitchell","Noonan","M","Toronto",68285,12,3,"YES"
"1538",1538,"Blaine","Wauson","M","Edmonton",25355,10,5,"NO"
"1539",1539,"William","Danek","M","Ottawa",24907,10,2,"NO"
"1540",1540,"Konnar","Donello","M","Victoria",20836,14,4,"NO"
"1541",1541,"Kayla","Colson","F","Calgary",15366,10,5,"NO"
"1542",1542,"William","Bukhalo","M","Victoria",22811,17,2,"NO"
"1543",1543,"Haley","Tiffin","F","Ottawa",24606,10,3,"NO"
"1544",1544,"Kenneth","Fields","M","Calgary",27516,17,2,"NO"
"1545",1545,"Katherine","Shmidl","F","Winnipeg",41714,15,2,"NO"
"1546",1546,"Michael","Siekmeier","M","Edmonton",19202,10,4,"NO"
"1547",1547,"Kurtis","Gresty","M","Ottawa",55776,10,5,"YES"
"1548",1548,"Julia","Pauly","F","Toronto",25814,13,5,"YES"
"1549",1549,"Keaghan","Deutsch","M","Montreal",31645,10,3,"NO"
"1550",1550,"Marguerite","Arndt","F","Ottawa",32258,12,2,"NO"
"1551",1551,"David","Lotte","M","Montreal",45316,10,2,"NO"
"1552",1552,"Tanner","Goodman","M","Vancouver",21469,10,5,"YES"
"1553",1553,"Justin","Dennison","M","Victoria",32494,11,2,"NO"
"1554",1554,"Ryan","Atkisson","M","Ottawa",20341,12,2,"NO"
"1555",1555,"Mckenzie","Winne","F","Toronto",30833,10,2,"NO"
"1556",1556,"Jordan","Garone","M","Calgary",50650,16,2,"NO"
"1557",1557,"Dessa","Obmascik","F","Vancouver",43045,17,4,"NO"
"1558",1558,"Dalton","Huffman","M","Victoria",42431,10,2,"NO"
"1559",1559,"Cassidy","Smith","F","Toronto",31824,11,3,"NO"
"1560",1560,"Miranda","Thomas","F","Toronto",14640,11,3,"NO"
"1561",1561,"Joseph","Provost","M","Toronto",36409,10,4,"NO"
"1562",1562,"Robert","Abriam","M","Victoria",21420,10,3,"NO"
"1563",1563,"Seth","Piper","M","Winnipeg",42947,11,3,"YES"
"1564",1564,"Breeanna","Reid","F","Victoria",32717,11,3,"YES"
"1565",1565,"Katherine","Woodward","F","Toronto",26877,15,5,"YES"
"1566",1566,"Makenzie","Weber","F","Ottawa",21581,12,3,"NO"
"1567",1567,"Aaron","Benzel","M","Winnipeg",16627,11,1,"NO"
"1568",1568,"Claire","Ducommun","F","Winnipeg",33128,12,5,"YES"
"1569",1569,"Taylor","Pancoast","F","Vancouver",34535,10,2,"NO"
"1570",1570,"Bridget","Griess","F","Montreal",21924,16,2,"NO"
"1571",1571,"Suad","Brady","M","Victoria",28837,10,2,"NO"
"1572",1572,"Mariah","Winblood","F","Victoria",16208,15,5,"NO"
"1573",1573,"Kimberly","Markham","F","Victoria",20902,12,2,"NO"
"1574",1574,"Madeline","Wilson","F","Victoria",31004,12,3,"NO"
"1575",1575,"Jennifer","Gastineau-Boes","F","Ottawa",32376,11,3,"YES"
"1576",1576,"Hayley","Lemley","F","Ottawa",25092,13,2,"NO"
"1577",1577,"Mariah","Irthum","F","Winnipeg",40272,14,3,"NO"
"1578",1578,"Emily","Burns","F","Winnipeg",31666,12,3,"NO"
"1579",1579,"Mckenzie","Kerth","F","Vancouver",64267,10,4,"YES"
"1580",1580,"Tiffany","Thoutt","F","Ottawa",15682,10,2,"NO"
"1581",1581,"Kyndal","Stonis","F","Vancouver",23273,13,5,"NO"
"1582",1582,"Corrie","Hart","F","Montreal",25153,15,2,"NO"
"1583",1583,"Annie","Young","F","Calgary",30566,14,3,"NO"
"1584",1584,"Lauren","Schofield","F","Toronto",29007,12,4,"NO"
"1585",1585,"Kelsey","Evans","F","Victoria",26373,12,4,"YES"
"1586",1586,"Kayla","Baeckel","F","Edmonton",29846,10,2,"NO"
"1587",1587,"Brianna","Peet","F","Toronto",13628,10,2,"NO"
"1588",1588,"Christiana","Deal","F","Calgary",35416,10,3,"NO"
"1589",1589,"Nicholas","Silvey","M","Ottawa",32258,11,3,"NO"
"1590",1590,"Tess","Hofmeister","F","Ottawa",55539,12,2,"YES"
"1591",1591,"Meagan","Baumgartner","F","Calgary",21997,12,3,"NO"
"1592",1592,"Shelby","Lefebure","F","Calgary",25711,11,5,"NO"
"1593",1593,"Melissa","Hopkins","F","Montreal",40324,11,3,"NO"
"1594",1594,"Madeline","Powell","F","Victoria",43635,10,4,"NO"
"1595",1595,"Ami","Keever","F","Montreal",19155,10,2,"NO"
"1596",1596,"Bryce","Ream","M","Calgary",26413,10,4,"NO"
"1597",1597,"Sara","Muhr","F","Winnipeg",27175,17,3,"NO"
"1598",1598,"Eric","Markley","M","Vancouver",32585,10,4,"NO"
"1599",1599,"Linda","Spano-Pankratz","F","Ottawa",21177,13,6,"YES"
"1600",1600,"Jeffrey","Prescott","M","Vancouver",36982,10,2,"NO"
"1601",1601,"Shealan","Lincoln","F","Winnipeg",18453,12,3,"NO"
"1602",1602,"Devon","Belcher","M","Ottawa",34328,11,4,"NO"
"1603",1603,"Matthew","Mcelhaney","M","Victoria",16324,10,2,"NO"
"1604",1604,"Michael","Emmons","M","Ottawa",21919,10,3,"NO"
"1605",1605,"Aleaha","Pettinato","F","Winnipeg",44723,11,2,"NO"
"1606",1606,"Katelin","Hunyadi","F","Montreal",33575,10,4,"YES"
"1607",1607,"Michael","Crumrine","M","Ottawa",19796,18,3,"NO"
"1608",1608,"Charlotte","Leckenby","F","Vancouver",32538,10,5,"NO"
"1609",1609,"Ross","Leigh","M","Victoria",28716,11,3,"NO"
"1610",1610,"Ashlyn","Mattison","F","Victoria",51286,11,3,"NO"
"1611",1611,"Eric","Kane","M","Victoria",27692,11,4,"NO"
"1612",1612,"Caitlyn","Bradley","F","Edmonton",46839,11,4,"YES"
"1613",1613,"Emily","Dattore","F","Ottawa",30525,11,3,"YES"
"1614",1614,"Andrew","Macdougal","M","Winnipeg",30961,11,5,"YES"
"1615",1615,"Ashley","Brown","F","Toronto",34601,13,2,"NO"
"1616",1616,"Patrick","Matheus","M","Toronto",24884,12,4,"YES"
"1617",1617,"Mckenzie","Rewerts","F","Winnipeg",22242,10,4,"NO"
"1618",1618,"Chay","Malouff","F","Montreal",24485,10,3,"NO"
"1619",1619,"John","Nicholson","M","Victoria",24914,11,2,"NO"
"1620",1620,"Caroline","Post","F","Calgary",24738,10,4,"NO"
"1621",1621,"Dana","Pelton","F","Montreal",20218,10,3,"NO"
"1622",1622,"Erika","Garner","F","Calgary",25585,10,3,"NO"
"1623",1623,"Shan","Porter","M","Toronto",37835,10,4,"YES"
"1624",1624,"Gregory","Horton","M","Montreal",40002,16,4,"NO"
"1625",1625,"Eric","Brown","M","Edmonton",35327,12,4,"YES"
"1626",1626,"Margaret","Bradford","F","Montreal",27238,15,4,"NO"
"1627",1627,"Holly","Field","F","Montreal",24357,14,3,"NO"
"1628",1628,"Sidnee","Gameson","F","Victoria",18287,15,2,"NO"
"1629",1629,"Zachary","Thomas","M","Vancouver",33483,15,4,"YES"
"1630",1630,"Chanel","Dasko","F","Vancouver",13722,12,3,"NO"
"1631",1631,"Melissa","Carlson","F","Ottawa",41439,10,1,"NO"
"1632",1632,"Kendall","Spease","F","Ottawa",29312,10,5,"NO"
"1633",1633,"Micilynn","Hammer","F","Toronto",13101,10,3,"NO"
"1634",1634,"Eliza","Ghinaudo","F","Calgary",22461,10,3,"NO"
"1635",1635,"John","Mccutcheon","M","Victoria",27425,10,4,"NO"
"1636",1636,"Kelsey","Deherrera","F","Toronto",36913,13,3,"NO"
"1637",1637,"Tyler","Derbyshire","M","Calgary",19446,10,3,"NO"
"1638",1638,"Garret","Spencer","M","Winnipeg",31953,11,3,"NO"
"1639",1639,"Bethany","Gallagher","F","Ottawa",41215,10,3,"YES"
"1640",1640,"Makenna","Robbio","F","Victoria",28430,10,4,"NO"
"1641",1641,"Elizabeth","Edwards","F","Calgary",33734,10,6,"YES"
"1642",1642,"Mary","Vinson Jr","F","Winnipeg",34008,15,4,"YES"
"1643",1643,"Nikaela","Wright","F","Victoria",17300,11,3,"NO"
"1644",1644,"Kaitlin","Miller","F","Montreal",30481,10,4,"YES"
"1645",1645,"Madelon","Lucas","F","Winnipeg",49671,17,4,"YES"
"1646",1646,"Garrett","Davis","M","Winnipeg",15327,11,3,"NO"
"1647",1647,"Andrea","Breckenridge","F","Edmonton",58446,12,2,"YES"
"1648",1648,"Sarah","Pennetta","F","Edmonton",23323,10,3,"NO"
"1649",1649,"Will Henry","Link","M","Toronto",31439,10,3,"NO"
"1650",1650,"Mariah","Berg","F","Calgary",20585,13,4,"NO"
"1651",1651,"Anthony","Gribble","M","Montreal",23145,10,5,"YES"
"1652",1652,"Johnny","Zonies","M","Winnipeg",25909,10,3,"NO"
"1653",1653,"Brittany","Stolarcek","F","Montreal",33487,10,4,"YES"
"1654",1654,"Alina","Biles","F","Montreal",24490,14,4,"NO"
"1655",1655,"Eden","Mcfarlane","F","Vancouver",24012,13,2,"NO"
"1656",1656,"Nathanial","Hatfield","M","Victoria",28692,16,5,"YES"
"1657",1657,"John","Hunsaker","M","Montreal",43091,10,3,"YES"
"1658",1658,"Dane","Obert","M","Calgary",17451,10,5,"NO"
"1659",1659,"Paige","Mcdonald","F","Vancouver",27679,13,5,"NO"
"1660",1660,"Ellen","Beckman","F","Winnipeg",28116,10,3,"NO"
"1661",1661,"Jessica","Schultz IV","F","Edmonton",42553,14,2,"NO"
"1662",1662,"Sydney","Johnson","F","Victoria",33108,12,1,"NO"
"1663",1663,"Christopher","Robbins","M","Ottawa",28020,10,3,"NO"
"1664",1664,"Dylan","Quaney","M","Ottawa",39213,13,3,"NO"
"1665",1665,"Tanner","Altenburg","M","Edmonton",44974,11,3,"YES"
"1666",1666,"Sam","Sperber","M","Calgary",15079,10,1,"NO"
"1667",1667,"Katelyn","Corry","F","Vancouver",31667,15,2,"NO"
"1668",1668,"Jacob","Charboneau","M","Ottawa",18238,10,3,"NO"
"1669",1669,"Henry","Hicks","M","Ottawa",20051,15,4,"NO"
"1670",1670,"Harrison","Fairchild","M","Winnipeg",22813,14,5,"YES"
"1671",1671,"Nicole","Souther","F","Toronto",47012,10,3,"NO"
"1672",1672,"Megan","Daley","F","Toronto",27415,10,3,"NO"
"1673",1673,"Shannon","Randle","F","Edmonton",33377,12,4,"NO"
"1674",1674,"Sara","Grosh","F","Calgary",39298,10,3,"YES"
"1675",1675,"Grace","Silliman","F","Ottawa",18221,12,3,"NO"
"1676",1676,"Mark","Jones","M","Victoria",25779,10,3,"NO"
"1677",1677,"Rebecca","Kube","F","Montreal",21772,10,4,"NO"
"1678",1678,"Sara","Cox","F","Toronto",14049,11,4,"NO"
"1679",1679,"Allesandra","Hanks","F","Ottawa",11789,15,2,"NO"
"1680",1680,"Chad","Lovejoy","M","Calgary",38770,14,6,"YES"
"1681",1681,"Zachary","Barner","M","Winnipeg",21724,10,4,"NO"
"1682",1682,"Taylor","Biskupski","M","Toronto",54208,10,4,"YES"
"1683",1683,"Haylie","Lucas","F","Victoria",31418,10,6,"YES"
"1684",1684,"Kourtney","Rowley","F","Victoria",23102,11,4,"YES"
"1685",1685,"Linda","Maynard","F","Victoria",46740,10,5,"YES"
"1686",1686,"Andrew","Cortina","M","Edmonton",21347,10,4,"NO"
"1687",1687,"Shane","Crane","M","Edmonton",91392,10,1,"YES"
"1688",1688,"Connor","Larson","M","Toronto",16220,12,5,"NO"
"1689",1689,"Kalli","Orr","F","Ottawa",36046,10,3,"YES"
"1690",1690,"Marvel","Carpenter","F","Edmonton",18623,10,2,"NO"
"1691",1691,"Haleigh","Sator","F","Ottawa",59530,10,3,"YES"
"1692",1692,"Alexander","Kinter","M","Winnipeg",20729,10,3,"NO"
"1693",1693,"Krysten","Daurio","F","Ottawa",20138,10,5,"NO"
"1694",1694,"Caleb","Burks","M","Edmonton",19731,11,4,"NO"
"1695",1695,"Alexis","Cook","F","Montreal",17399,16,3,"NO"
"1696",1696,"Cheyenne","Buttrick","F","Winnipeg",26210,13,2,"NO"
"1697",1697,"Logan","Sakala","M","Victoria",46962,10,3,"YES"
"1698",1698,"Alexander","Brazile","M","Montreal",39665,11,4,"NO"
"1699",1699,"Steven","Beech","M","Calgary",30530,17,3,"NO"
"1700",1700,"David","Clifton","M","Toronto",34321,10,3,"NO"
"1701",1701,"Jacob","Kerata","M","Ottawa",38518,11,4,"YES"
"1702",1702,"Micah","Retzlaff","M","Winnipeg",21711,10,5,"NO"
"1703",1703,"Caitlyn","Roman","F","Calgary",15521,15,4,"NO"
"1704",1704,"Evan","Barbero","M","Victoria",54615,10,3,"YES"
"1705",1705,"Nikolai","Paddock","M","Vancouver",41026,10,3,"NO"
"1706",1706,"Landis","Norton","M","Winnipeg",30048,10,3,"NO"
"1707",1707,"Lily","Reid","F","Edmonton",41421,10,4,"YES"
"1708",1708,"Owen","Bokelman","M","Vancouver",24098,10,1,"NO"
"1709",1709,"Brooke","Higganbotham","F","Edmonton",18778,12,3,"NO"
"1710",1710,"Hayden","Temple","M","Montreal",44474,11,2,"NO"
"1711",1711,"Brendan","Thiebaut","M","Calgary",38765,13,1,"NO"
"1712",1712,"Alli","Rhoades","F","Calgary",26261,10,4,"NO"
"1713",1713,"Connor","Higgins","M","Ottawa",18516,11,4,"NO"
"1714",1714,"Derion","Dunckley","M","Winnipeg",20208,10,4,"NO"
"1715",1715,"Parker","Watts","M","Edmonton",33027,10,4,"YES"
"1716",1716,"Brady","Marchun","M","Winnipeg",29612,15,4,"NO"
"1717",1717,"Brandan","Gade","M","Edmonton",23138,11,3,"NO"
"1718",1718,"Todd","Ferrin-Birt","M","Calgary",39045,10,4,"YES"
"1719",1719,"Max","Eikleberry","M","Montreal",38255,10,2,"NO"
"1720",1720,"Ashley","Cook","F","Edmonton",20970,12,3,"NO"
"1721",1721,"Courtney","Pitts","F","Victoria",30415,11,5,"NO"
"1722",1722,"Lindsey","Emerson","F","Vancouver",25714,12,3,"NO"
"1723",1723,"Zachary","Thomas","M","Toronto",26096,11,4,"NO"
"1724",1724,"David","Payne","M","Ottawa",22372,10,2,"NO"
"1725",1725,"Samantha","Pierce","F","Vancouver",36690,10,2,"NO"
"1726",1726,"Jacob","Williford","M","Winnipeg",23303,10,4,"YES"
"1727",1727,"Robert","Pearson","M","Calgary",42970,10,4,"NO"
"1728",1728,"Jordan","Hardin","F","Calgary",27933,11,2,"NO"
"1729",1729,"Kayla","Bata","F","Montreal",22341,11,2,"NO"
"1730",1730,"Rachel","Shaw","F","Victoria",38584,14,4,"NO"
"1731",1731,"Nicole","Kelm","F","Winnipeg",17535,10,3,"NO"
"1732",1732,"Katharine","Pidkalyuk","F","Vancouver",45259,15,4,"NO"
"1733",1733,"Jacob","Greene","M","Ottawa",32632,12,3,"NO"
"1734",1734,"Max-Olivier","Huber","M","Winnipeg",40586,17,3,"NO"
"1735",1735,"Cederick","Emanuel","M","Vancouver",29974,10,3,"NO"
"1736",1736,"Charley","Ziegler","F","Montreal",36758,13,2,"NO"
